event_id,user_id,feature,event_date,action
411476,U019733,roundups,2024-12-31,use
18942,U000909,roundups,2024-12-31,use
947707,U045601,budgeting,2024-11-11,use
175875,U008375,roundups,2024-12-07,use
680135,U032794,investments,2024-05-24,use
218906,U010457,roundups,2024-09-08,use
889942,U042832,budgeting,2024-01-30,use
895391,U043106,budgeting,2024-08-08,use
135057,U006420,roundups,2024-06-23,use
597348,U028738,pots,2024-12-31,use
261326,U012524,roundups,2024-12-31,use
917208,U044149,pots,2024-06-25,use
997184,U047916,roundups,2024-06-10,use
272972,U013099,pots,2024-12-31,use
692737,U033422,pensions,2024-12-31,use
818122,U039343,roundups,2024-05-20,use
907809,U043685,pensions,2024-12-31,use
221657,U010584,pots,2024-07-04,enable
556392,U026756,get_paid_early,2024-12-21,use
1032703,U049641,get_paid_early,2024-12-31,use
707148,U034089,budgeting,2024-12-31,use
998287,U047964,budgeting,2024-04-25,use
669806,U032285,pots,2024-03-27,use
280174,U013433,roundups,2024-08-12,use
589476,U028361,roundups,2024-11-03,use
537315,U025839,pots,2024-12-31,use
479511,U023026,get_paid_early,2024-12-31,use
294823,U014174,budgeting,2024-12-31,use
209868,U010012,roundups,2024-03-28,use
348147,U016715,pensions,2024-06-06,use
213194,U010184,investments,2024-12-31,use
113671,U005390,roundups,2024-12-31,use
252752,U012140,budgeting,2024-12-31,use
845836,U040737,roundups,2024-12-31,use
604477,U029079,pensions,2024-06-25,use
960771,U046198,get_paid_early,2024-05-12,use
371718,U017802,roundups,2024-12-31,use
893622,U043010,get_paid_early,2024-12-31,use
952827,U045846,pots,2024-10-07,use
658384,U031732,pots,2024-08-24,use
476345,U022884,pots,2024-07-30,use
451790,U021661,investments,2024-09-20,enable
304263,U014620,roundups,2024-12-31,use
463024,U022209,budgeting,2024-12-31,use
893935,U043027,roundups,2024-06-18,use
689997,U033291,get_paid_early,2024-11-29,enable
207434,U009881,get_paid_early,2024-04-09,enable
639082,U030785,budgeting,2024-07-31,use
754877,U036366,pots,2024-12-31,use
22142,U001049,get_paid_early,2024-12-31,use
264975,U012720,pots,2024-09-05,use
297859,U014309,pots,2024-12-31,use
339246,U016311,pots,2024-12-31,use
637257,U030687,roundups,2024-12-31,use
58228,U002770,pots,2024-12-12,use
27567,U001315,roundups,2024-12-13,use
188645,U008999,roundups,2024-12-31,use
501678,U024117,investments,2024-11-18,use
874407,U042101,pots,2024-12-31,use
955662,U045968,budgeting,2024-12-31,use
44741,U002142,roundups,2024-11-05,use
409304,U019638,pots,2024-12-01,enable
246159,U011815,roundups,2024-12-31,use
960759,U046197,pots,2024-12-31,use
148159,U007078,get_paid_early,2024-12-31,use
390016,U018723,pots,2024-12-31,use
376970,U018054,pots,2024-12-09,enable
253875,U012189,budgeting,2024-12-31,use
377891,U018093,roundups,2024-12-31,use
602565,U028987,roundups,2024-12-31,use
446454,U021409,budgeting,2024-11-18,use
283748,U013629,pots,2024-06-18,use
224306,U010721,pensions,2024-12-31,use
678527,U032718,budgeting,2024-12-31,use
782163,U037680,pots,2024-11-02,use
434559,U020822,roundups,2024-12-31,use
259497,U012447,pots,2024-01-26,enable
338484,U016275,budgeting,2024-12-31,use
561433,U026996,budgeting,2024-12-31,use
525291,U025260,roundups,2024-12-31,use
1026174,U049330,pots,2024-12-31,use
540246,U025984,pensions,2024-12-31,use
249861,U011997,pots,2024-08-19,use
545167,U026226,roundups,2024-12-31,use
898538,U043247,investments,2024-12-31,use
646893,U031157,get_paid_early,2024-07-22,use
675238,U032547,roundups,2024-12-31,use
81186,U003840,pots,2024-08-12,use
411241,U019724,pots,2024-12-31,use
679403,U032761,budgeting,2024-08-16,use
41963,U001996,roundups,2024-11-07,use
53889,U002561,roundups,2024-12-31,use
102974,U004870,pots,2024-05-23,enable
559317,U026885,pots,2024-12-31,use
1011777,U048614,roundups,2024-12-31,use
169503,U008084,get_paid_early,2024-12-31,use
396276,U019021,roundups,2024-06-14,use
207669,U009892,pots,2024-12-31,use
562329,U027039,get_paid_early,2024-12-31,use
958944,U046119,roundups,2024-04-15,use
890672,U042866,roundups,2024-08-25,use
560952,U026972,roundups,2024-12-31,use
195972,U009344,pots,2024-10-14,use
888217,U042753,pots,2024-12-29,use
7536,U000351,roundups,2024-12-31,use
157118,U007500,roundups,2024-08-09,use
616540,U029672,budgeting,2024-05-04,enable
398692,U019134,budgeting,2024-07-05,use
505960,U024323,pots,2024-07-16,use
914644,U044014,roundups,2024-12-31,use
644109,U031025,get_paid_early,2024-03-23,enable
768900,U037051,get_paid_early,2024-11-12,use
357161,U017139,roundups,2024-12-31,use
968417,U046562,investments,2024-12-31,use
981122,U047155,pots,2024-12-31,use
512181,U024623,pots,2024-12-31,use
250219,U012018,roundups,2024-12-31,use
326749,U015699,pots,2024-07-10,use
1032213,U049622,pots,2024-11-08,use
550180,U026460,budgeting,2024-12-31,use
166526,U007942,roundups,2024-12-31,use
258962,U012417,pots,2024-05-19,use
666267,U032109,pots,2024-08-13,enable
105398,U004981,pots,2024-12-31,use
907910,U043693,budgeting,2024-01-21,use
887535,U042714,pots,2024-12-31,use
423124,U020292,roundups,2024-06-30,use
219624,U010486,budgeting,2024-12-31,use
568132,U027316,pots,2024-12-31,use
903108,U043467,get_paid_early,2024-12-31,use
444175,U021286,budgeting,2024-07-13,use
544134,U026174,investments,2024-12-01,use
874332,U042099,pensions,2024-10-27,use
558760,U026859,pots,2024-12-18,use
868122,U041794,roundups,2024-09-25,use
372590,U017843,roundups,2024-10-17,use
805503,U038760,get_paid_early,2024-02-16,enable
84678,U004011,roundups,2024-12-31,use
857894,U041317,budgeting,2024-10-13,use
656797,U031644,budgeting,2024-12-31,use
86896,U004116,roundups,2024-12-31,use
37215,U001763,investments,2024-05-25,enable
988350,U047508,pots,2024-07-16,use
406130,U019496,budgeting,2024-12-31,use
299068,U014362,roundups,2024-12-31,use
793672,U038195,investments,2024-11-11,use
657765,U031697,investments,2024-02-12,use
8179,U000382,budgeting,2024-12-31,use
957101,U046039,roundups,2024-06-04,use
351908,U016892,pots,2024-05-27,use
1036766,U049843,get_paid_early,2024-12-31,use
178222,U008484,roundups,2024-07-07,use
269391,U012923,budgeting,2024-03-22,use
455083,U021821,pots,2024-12-31,use
832807,U040091,pensions,2024-12-18,use
73823,U003516,pensions,2024-10-28,use
580199,U027917,get_paid_early,2024-03-11,use
703089,U033898,get_paid_early,2024-08-30,use
930421,U044787,roundups,2024-03-15,use
8185,U000382,pensions,2024-12-31,use
274489,U013169,pots,2024-12-09,use
931551,U044844,roundups,2024-01-06,use
555628,U026723,pots,2024-07-28,use
252405,U012126,pots,2024-07-18,use
359632,U017259,pots,2024-05-28,enable
123491,U005860,roundups,2024-12-21,use
994605,U047804,pots,2024-12-31,use
788528,U037952,pots,2024-10-15,use
688226,U033206,roundups,2024-12-31,use
456961,U021926,roundups,2024-10-17,use
1022217,U049113,pensions,2024-11-14,use
296745,U014260,roundups,2024-09-08,use
124066,U005890,get_paid_early,2024-12-31,use
980944,U047148,roundups,2024-10-14,use
235275,U011256,roundups,2024-02-27,enable
933459,U044935,get_paid_early,2024-12-23,use
902362,U043432,roundups,2024-12-31,use
906444,U043620,get_paid_early,2024-12-31,use
70928,U003380,roundups,2024-12-31,use
588867,U028331,pots,2024-10-29,use
553930,U026645,roundups,2024-12-31,use
201219,U009572,budgeting,2024-12-31,use
639938,U030825,budgeting,2024-12-06,use
58976,U002806,pots,2024-12-31,use
366904,U017588,budgeting,2024-07-23,use
678672,U032726,investments,2024-04-19,use
198359,U009452,pensions,2024-02-18,use
845354,U040716,investments,2024-09-12,enable
461807,U022155,get_paid_early,2024-04-01,use
287320,U013802,roundups,2024-12-31,use
14516,U000691,roundups,2024-12-31,use
695427,U033548,investments,2024-12-31,use
937113,U045112,get_paid_early,2024-09-18,use
728677,U035140,get_paid_early,2024-12-31,use
215405,U010283,roundups,2024-12-31,use
341675,U016416,roundups,2024-12-31,use
92372,U004361,roundups,2024-12-31,use
696037,U033575,pots,2024-12-31,use
253847,U012188,pots,2024-12-28,enable
219111,U010466,pots,2024-12-31,use
327240,U015717,budgeting,2024-12-31,use
504808,U024270,roundups,2024-12-31,use
605684,U029134,get_paid_early,2024-02-01,enable
612763,U029481,investments,2024-12-08,use
1008101,U048431,budgeting,2024-12-31,use
679116,U032747,roundups,2024-12-31,use
352852,U016937,pots,2024-10-07,use
78256,U003712,budgeting,2024-05-06,use
372722,U017848,pensions,2024-07-31,use
201217,U009572,budgeting,2024-12-31,use
527267,U025359,roundups,2024-12-31,use
100414,U004742,budgeting,2024-12-31,use
120663,U005724,budgeting,2024-12-31,use
271453,U013030,pots,2024-11-14,use
415389,U019923,budgeting,2024-08-21,use
168979,U008057,budgeting,2024-12-01,use
171684,U008187,budgeting,2024-12-31,use
679090,U032746,investments,2024-12-31,use
10677,U000499,pots,2024-05-04,use
474448,U022795,budgeting,2024-11-16,use
699573,U033737,get_paid_early,2024-12-31,use
389944,U018719,roundups,2024-12-31,use
378459,U018122,investments,2024-12-31,use
212263,U010143,roundups,2024-11-02,use
567997,U027311,roundups,2024-09-24,use
765748,U036898,budgeting,2024-12-31,use
832950,U040100,get_paid_early,2024-04-09,enable
336547,U016180,investments,2024-12-31,use
912870,U043931,pots,2024-02-03,use
776899,U037431,roundups,2024-05-07,use
312765,U015031,pots,2024-08-15,use
467778,U022463,roundups,2024-12-31,use
116076,U005497,roundups,2024-12-31,use
933542,U044942,pensions,2024-03-29,enable
664779,U032033,roundups,2024-06-06,use
673267,U032449,budgeting,2024-10-12,use
614474,U029562,roundups,2024-08-15,use
898009,U043218,roundups,2024-12-31,use
166006,U007914,roundups,2024-12-31,use
212323,U010145,pots,2024-04-12,use
238289,U011408,roundups,2024-11-21,use
645244,U031072,roundups,2024-04-23,enable
829710,U039942,roundups,2024-12-31,use
189284,U009029,budgeting,2024-12-31,use
593595,U028564,pots,2024-09-03,use
1022363,U049119,roundups,2024-12-31,use
442183,U021191,pots,2024-12-31,use
194745,U009279,roundups,2024-12-31,use
202378,U009633,roundups,2024-02-08,use
31084,U001482,get_paid_early,2024-12-01,use
219282,U010473,roundups,2024-11-09,use
277496,U013305,roundups,2024-09-18,use
484165,U023252,pensions,2024-11-04,enable
164628,U007853,budgeting,2024-12-31,use
748525,U036078,roundups,2024-11-30,use
405939,U019481,pots,2024-06-09,use
828193,U039867,budgeting,2024-12-31,use
170160,U008114,budgeting,2024-12-31,use
1008327,U048444,roundups,2024-10-22,enable
311178,U014958,roundups,2024-12-31,use
657479,U031679,roundups,2024-12-31,use
42639,U002031,get_paid_early,2024-12-31,use
302290,U014522,roundups,2024-05-26,use
182498,U008686,budgeting,2024-03-24,enable
545944,U026256,roundups,2024-07-19,use
448822,U021518,roundups,2024-12-31,use
593781,U028574,roundups,2024-12-31,use
778765,U037518,get_paid_early,2024-04-02,use
42419,U002020,roundups,2024-12-31,use
462407,U022179,roundups,2024-09-17,use
547331,U026318,roundups,2024-12-23,use
810083,U038977,investments,2024-09-20,use
325437,U015639,roundups,2024-10-29,use
649653,U031299,investments,2024-07-28,use
408186,U019588,roundups,2024-12-31,use
746500,U035980,get_paid_early,2024-12-31,use
765458,U036885,pots,2024-12-31,use
185888,U008859,get_paid_early,2024-12-31,use
669467,U032268,budgeting,2024-12-31,use
456639,U021908,budgeting,2024-12-06,enable
764493,U036834,roundups,2024-04-04,use
871381,U041947,roundups,2024-12-31,use
354973,U017024,roundups,2024-06-03,use
867625,U041774,pots,2024-12-18,use
1022066,U049108,investments,2024-05-03,enable
436724,U020933,roundups,2024-06-21,enable
103836,U004911,budgeting,2024-03-19,enable
179416,U008537,pots,2024-11-03,use
163163,U007778,budgeting,2024-12-31,use
843497,U040617,roundups,2024-12-28,use
875404,U042145,budgeting,2024-08-30,use
186123,U008876,roundups,2024-10-10,use
692325,U033403,pots,2024-02-19,use
1031199,U049574,roundups,2024-12-31,use
256194,U012291,roundups,2024-02-14,use
263224,U012627,budgeting,2024-12-31,use
685783,U033082,roundups,2024-12-31,use
917726,U044175,roundups,2024-12-31,use
454946,U021814,pots,2024-08-28,use
300235,U014422,roundups,2024-12-24,use
194617,U009272,investments,2024-12-31,use
108350,U005133,investments,2024-09-09,use
721892,U034807,roundups,2024-03-21,enable
434832,U020835,get_paid_early,2024-12-31,use
729118,U035155,roundups,2024-12-31,use
360804,U017304,roundups,2024-12-31,use
284125,U013647,pots,2024-12-31,use
761391,U036681,budgeting,2024-12-10,use
1039311,U049975,pots,2024-03-22,use
184928,U008805,roundups,2024-12-31,use
11085,U000519,roundups,2024-03-05,use
7267,U000340,get_paid_early,2024-10-16,use
1002000,U048140,pots,2024-12-31,use
646883,U031156,budgeting,2024-12-31,use
921733,U044378,roundups,2024-12-31,use
195446,U009317,roundups,2024-09-21,use
918614,U044223,pots,2024-12-31,use
46180,U002208,roundups,2024-12-31,use
667210,U032153,pots,2024-11-08,use
881124,U042417,roundups,2024-12-31,use
401077,U019247,pots,2024-11-17,use
26642,U001266,pots,2024-08-10,use
1026646,U049355,pots,2024-09-22,use
788639,U037957,roundups,2024-08-13,use
713863,U034404,roundups,2024-12-31,use
273291,U013111,pensions,2024-12-31,use
768356,U037020,roundups,2024-09-06,use
799803,U038494,roundups,2024-08-23,use
510758,U024553,roundups,2024-07-24,use
72476,U003449,roundups,2024-01-18,enable
20712,U000985,roundups,2024-12-31,use
581857,U027990,roundups,2024-12-29,use
204328,U009720,budgeting,2024-12-31,use
454529,U021797,get_paid_early,2024-12-31,use
870321,U041898,budgeting,2024-12-31,use
713249,U034374,roundups,2024-10-26,use
18280,U000879,roundups,2024-10-29,use
216728,U010346,roundups,2024-12-23,use
620055,U029844,pots,2024-03-16,enable
770028,U037096,pots,2024-12-04,use
284075,U013646,budgeting,2024-04-11,use
17597,U000842,roundups,2024-12-31,use
137886,U006562,budgeting,2024-10-31,use
846310,U040756,pots,2024-12-31,use
82465,U003905,investments,2024-12-31,use
192781,U009190,get_paid_early,2024-05-03,use
39718,U001884,pots,2024-11-14,use
441070,U021143,budgeting,2024-12-31,use
470153,U022581,pots,2024-01-21,enable
877805,U042252,get_paid_early,2024-12-31,use
749794,U036133,roundups,2024-12-31,use
988629,U047521,budgeting,2024-10-25,use
950212,U045717,roundups,2024-07-15,use
964229,U046349,roundups,2024-05-11,use
695019,U033528,budgeting,2024-12-31,use
953348,U045867,budgeting,2024-12-31,use
108200,U005126,get_paid_early,2024-12-31,use
74182,U003529,pots,2024-10-03,use
213750,U010210,pots,2024-04-24,use
616279,U029652,pots,2024-11-19,enable
29585,U001413,pots,2024-12-25,enable
821354,U039523,pots,2024-10-31,use
293231,U014097,pots,2024-09-16,use
974023,U046836,budgeting,2024-11-07,use
616648,U029677,roundups,2024-10-13,enable
828076,U039860,get_paid_early,2024-12-31,use
45139,U002156,budgeting,2024-10-13,use
955444,U045959,budgeting,2024-04-29,use
155262,U007416,budgeting,2024-11-15,use
200184,U009528,roundups,2024-12-31,use
722372,U034825,roundups,2024-12-31,use
493933,U023727,budgeting,2024-06-24,use
329103,U015812,get_paid_early,2024-09-29,use
840835,U040496,pots,2024-01-10,enable
851627,U041024,pots,2024-11-25,use
704197,U033950,budgeting,2024-12-31,use
575644,U027693,get_paid_early,2024-07-18,use
292903,U014078,roundups,2024-06-01,use
151712,U007248,budgeting,2024-12-15,use
744531,U035883,pots,2024-12-31,use
453663,U021752,roundups,2024-12-31,use
222198,U010612,get_paid_early,2024-07-02,use
514346,U024732,get_paid_early,2024-12-31,enable
85849,U004067,pots,2024-12-31,use
847063,U040792,get_paid_early,2024-12-31,use
734741,U035412,roundups,2024-12-31,use
505339,U024296,budgeting,2024-10-21,use
622934,U029981,pots,2024-10-29,use
793170,U038174,roundups,2024-06-12,use
49983,U002372,roundups,2024-12-31,use
896286,U043145,budgeting,2024-12-31,use
497049,U023870,pots,2024-12-31,use
586565,U028223,pots,2024-12-31,use
613361,U029506,budgeting,2024-12-08,use
211872,U010122,budgeting,2024-12-31,use
652243,U031416,roundups,2024-12-31,use
611892,U029440,pots,2024-12-30,use
102973,U004869,pots,2024-12-31,use
285532,U013710,get_paid_early,2024-12-31,use
251395,U012076,pensions,2024-11-28,enable
403558,U019369,pensions,2024-12-31,use
270544,U012989,pots,2024-02-04,use
160417,U007639,roundups,2024-12-29,use
678879,U032735,roundups,2024-12-31,use
929786,U044755,pots,2024-12-14,use
1034527,U049741,investments,2024-12-31,use
463649,U022247,pots,2024-12-31,use
46059,U002205,pots,2024-06-15,use
649234,U031275,budgeting,2024-12-31,use
719914,U034710,roundups,2024-01-10,enable
421639,U020219,budgeting,2024-08-27,use
904961,U043551,budgeting,2024-12-31,use
632799,U030464,pots,2024-07-28,use
744394,U035874,budgeting,2024-10-22,use
612516,U029468,budgeting,2024-08-21,enable
758849,U036578,budgeting,2024-12-31,use
155278,U007418,pensions,2024-10-16,enable
580618,U027935,get_paid_early,2024-12-07,enable
583572,U028071,roundups,2024-12-31,use
89147,U004226,roundups,2024-09-29,use
182434,U008684,pots,2024-12-31,use
25129,U001198,budgeting,2024-09-28,use
477172,U022923,roundups,2024-12-02,use
577665,U027798,get_paid_early,2024-12-31,use
565480,U027190,roundups,2024-09-07,use
338133,U016256,roundups,2024-06-30,use
520420,U025021,budgeting,2024-05-03,use
118883,U005637,roundups,2024-12-31,use
388809,U018654,pots,2024-12-28,use
474283,U022787,roundups,2024-03-30,use
334316,U016076,investments,2024-05-24,use
725251,U034964,budgeting,2024-11-15,use
824545,U039689,pots,2024-10-27,use
611407,U029417,pensions,2024-07-27,enable
1027055,U049379,budgeting,2024-06-11,enable
467066,U022431,pots,2024-12-17,use
766529,U036931,get_paid_early,2024-10-27,use
551146,U026513,roundups,2024-11-24,use
505579,U024304,roundups,2024-12-31,use
963159,U046304,roundups,2024-07-21,use
135532,U006445,roundups,2024-08-28,use
180622,U008593,roundups,2024-12-31,use
115422,U005465,pots,2024-01-18,enable
603332,U029024,get_paid_early,2024-12-31,use
1006340,U048346,roundups,2024-11-26,use
643672,U031002,roundups,2024-12-22,use
1006494,U048352,budgeting,2024-12-31,use
862303,U041523,budgeting,2024-09-23,enable
803858,U038687,budgeting,2024-12-31,use
61336,U002906,budgeting,2024-11-23,use
480853,U023082,pots,2024-12-19,use
175439,U008353,budgeting,2024-12-31,use
507546,U024399,roundups,2024-08-17,use
617493,U029718,roundups,2024-12-06,use
1014561,U048751,pensions,2024-12-31,use
759540,U036604,investments,2024-10-10,use
596259,U028681,roundups,2024-11-14,use
792336,U038135,pots,2024-12-31,use
727127,U035054,roundups,2024-12-31,use
345395,U016585,budgeting,2024-12-31,use
717656,U034582,pensions,2024-05-10,enable
681442,U032863,investments,2024-07-24,use
74580,U003547,pots,2024-12-31,use
505465,U024301,roundups,2024-09-30,use
295176,U014195,pots,2024-12-31,use
244124,U011713,roundups,2024-12-09,use
867918,U041785,roundups,2024-12-31,use
683209,U032948,investments,2024-09-24,use
310949,U014952,roundups,2024-01-30,use
1035608,U049789,budgeting,2024-06-21,use
507286,U024383,pots,2024-10-23,use
162643,U007747,roundups,2024-12-31,use
866984,U041741,roundups,2024-12-31,use
57237,U002728,roundups,2024-12-31,use
707556,U034103,budgeting,2024-12-31,use
651328,U031372,budgeting,2024-10-01,enable
883027,U042504,budgeting,2024-12-31,use
583747,U028078,pots,2024-12-31,use
75266,U003581,roundups,2024-06-07,use
256069,U012283,roundups,2024-07-07,use
250534,U012030,pots,2024-12-25,use
166840,U007955,budgeting,2024-07-20,use
899840,U043304,roundups,2024-12-31,use
152564,U007287,roundups,2024-09-22,use
965953,U046442,roundups,2024-09-13,enable
780377,U037593,roundups,2024-07-11,use
529493,U025468,roundups,2024-01-21,enable
326406,U015686,budgeting,2024-12-31,use
986431,U047402,get_paid_early,2024-12-31,use
750244,U036151,pots,2024-12-31,use
502167,U024140,budgeting,2024-08-11,use
869375,U041855,roundups,2024-12-31,use
431876,U020703,budgeting,2024-12-31,use
396543,U019030,roundups,2024-12-31,use
72052,U003425,roundups,2024-12-31,use
679135,U032750,get_paid_early,2024-03-29,use
428733,U020555,get_paid_early,2024-07-04,use
469771,U022557,budgeting,2024-12-31,use
451193,U021636,roundups,2024-10-22,use
640902,U030865,roundups,2024-12-31,use
286408,U013755,roundups,2024-11-01,use
905826,U043591,budgeting,2024-10-07,use
810565,U038997,roundups,2024-12-31,use
27952,U001336,pots,2024-12-31,use
809087,U038930,budgeting,2024-11-04,enable
541298,U026028,roundups,2024-11-17,use
681167,U032850,budgeting,2024-12-31,use
721048,U034769,pots,2024-12-31,use
520695,U025032,pots,2024-09-04,use
345486,U016590,budgeting,2024-07-08,use
125648,U005967,budgeting,2024-09-18,use
286957,U013782,get_paid_early,2024-12-31,use
314753,U015121,pots,2024-12-31,use
794606,U038237,get_paid_early,2024-12-31,use
338895,U016296,investments,2024-05-11,enable
156623,U007478,pensions,2024-12-31,use
384585,U018437,budgeting,2024-11-27,use
970229,U046646,roundups,2024-12-02,use
941365,U045298,pots,2024-12-31,use
959276,U046135,budgeting,2024-12-31,use
130850,U006217,get_paid_early,2024-12-14,use
847037,U040792,get_paid_early,2024-05-13,use
711983,U034304,pots,2024-12-31,use
162937,U007764,budgeting,2024-12-31,use
744764,U035896,budgeting,2024-11-21,use
335897,U016139,investments,2024-12-31,use
623587,U030015,roundups,2024-12-03,use
178531,U008498,roundups,2024-12-31,use
450220,U021595,budgeting,2024-03-26,use
748836,U036091,pots,2024-12-31,use
50049,U002376,pots,2024-12-31,use
604896,U029100,budgeting,2024-12-31,use
307805,U014802,pots,2024-08-25,use
810959,U039015,pots,2024-10-20,use
169720,U008094,roundups,2024-12-31,use
457910,U021972,pots,2024-10-11,use
864642,U041628,get_paid_early,2024-12-31,use
308276,U014822,roundups,2024-04-24,use
706994,U034082,budgeting,2024-07-08,use
207658,U009892,get_paid_early,2024-12-24,use
684120,U032996,investments,2024-12-31,use
789793,U038014,pots,2024-12-31,use
834577,U040179,roundups,2024-10-13,use
207756,U009895,roundups,2024-12-31,use
692098,U033390,budgeting,2024-07-23,use
795121,U038259,get_paid_early,2024-11-21,use
287769,U013832,pensions,2024-04-27,use
209431,U009984,roundups,2024-10-06,use
593649,U028565,roundups,2024-11-20,use
300138,U014417,roundups,2024-12-31,use
261005,U012510,roundups,2024-12-31,use
802012,U038591,roundups,2024-12-31,use
79730,U003781,investments,2024-10-26,use
71850,U003417,roundups,2024-12-03,use
219327,U010474,roundups,2024-12-31,use
349032,U016752,pensions,2024-12-31,use
254288,U012209,investments,2024-12-31,use
936734,U045095,budgeting,2024-06-18,use
247257,U011876,pots,2024-12-31,use
967293,U046505,budgeting,2024-12-31,use
886305,U042653,roundups,2024-10-19,use
26019,U001234,budgeting,2024-09-16,use
114238,U005415,roundups,2024-12-31,use
699618,U033738,get_paid_early,2024-12-31,use
791973,U038117,pots,2024-12-31,use
11763,U000550,get_paid_early,2024-12-31,use
755724,U036411,roundups,2024-05-26,use
438488,U021017,roundups,2024-07-11,use
837326,U040318,budgeting,2024-12-31,use
717636,U034580,roundups,2024-08-11,use
752621,U036261,pots,2024-05-19,use
832176,U040058,roundups,2024-12-31,use
992422,U047695,roundups,2024-11-08,use
262172,U012568,pots,2024-11-14,use
841576,U040525,pots,2024-07-27,use
12273,U000573,pots,2024-12-31,use
432752,U020741,get_paid_early,2024-12-31,use
730319,U035215,roundups,2024-10-02,use
148992,U007122,get_paid_early,2024-06-22,use
1010083,U048531,budgeting,2024-10-16,use
34251,U001639,budgeting,2024-06-19,use
922240,U044402,budgeting,2024-12-31,use
517167,U024868,budgeting,2024-01-26,enable
804107,U038700,budgeting,2024-12-03,use
366017,U017546,roundups,2024-05-27,use
750720,U036173,roundups,2024-11-24,use
173347,U008264,pensions,2024-03-19,enable
559134,U026878,budgeting,2024-09-20,use
276658,U013270,budgeting,2024-05-30,use
1028740,U049467,pensions,2024-12-31,use
224079,U010707,budgeting,2024-12-31,use
341964,U016429,get_paid_early,2024-07-11,use
683658,U032974,budgeting,2024-12-31,use
510034,U024523,pots,2024-12-31,use
495219,U023784,budgeting,2024-07-29,enable
565777,U027206,budgeting,2024-08-18,use
477780,U022950,budgeting,2024-12-31,use
357963,U017182,budgeting,2024-12-31,use
149892,U007168,roundups,2024-05-17,use
724982,U034953,roundups,2024-08-10,use
755033,U036377,investments,2024-12-31,use
50921,U002415,get_paid_early,2024-12-31,use
37898,U001796,investments,2024-07-13,enable
872075,U041982,pots,2024-12-31,use
530078,U025494,roundups,2024-12-31,use
936299,U045070,roundups,2024-12-31,use
348725,U016737,get_paid_early,2024-12-31,use
331614,U015935,get_paid_early,2024-12-31,use
525433,U025265,budgeting,2024-07-16,enable
58175,U002767,get_paid_early,2024-12-31,use
593618,U028564,roundups,2024-12-31,use
66912,U003171,budgeting,2024-04-03,use
252454,U012127,pots,2024-12-31,use
998048,U047947,roundups,2024-12-31,use
635331,U030591,budgeting,2024-12-31,use
144179,U006874,budgeting,2024-12-31,use
803129,U038646,budgeting,2024-12-31,use
542275,U026078,roundups,2024-12-31,use
532723,U025625,roundups,2024-12-31,use
271549,U013035,budgeting,2024-12-31,use
163608,U007800,investments,2024-10-16,use
805813,U038771,roundups,2024-06-17,use
362333,U017372,budgeting,2024-11-12,use
961589,U046229,get_paid_early,2024-12-31,use
136021,U006466,get_paid_early,2024-02-24,use
66900,U003169,roundups,2024-12-31,use
261823,U012548,roundups,2024-12-31,use
910801,U043822,budgeting,2024-08-28,use
673630,U032468,roundups,2024-12-31,use
559439,U026892,budgeting,2024-12-31,use
735297,U035443,pots,2024-02-10,use
716241,U034515,roundups,2024-12-31,use
54468,U002585,roundups,2024-12-31,use
141651,U006752,get_paid_early,2024-03-20,enable
23968,U001135,roundups,2024-12-22,use
981153,U047157,budgeting,2024-12-16,enable
202488,U009636,roundups,2024-09-17,use
39684,U001883,investments,2024-09-03,use
47581,U002271,get_paid_early,2024-08-19,use
617926,U029739,pots,2024-12-12,use
974680,U046867,pots,2024-12-31,use
446819,U021423,roundups,2024-12-31,use
581006,U027953,pots,2024-12-31,use
237060,U011349,budgeting,2024-12-31,use
922087,U044392,roundups,2024-06-24,use
797302,U038357,roundups,2024-11-25,use
941375,U045298,roundups,2024-12-31,use
820162,U039460,get_paid_early,2024-10-22,use
867758,U041778,get_paid_early,2024-12-31,use
49372,U002348,roundups,2024-11-02,enable
228360,U010924,roundups,2024-12-31,use
990865,U047630,get_paid_early,2024-12-31,use
834857,U040194,pots,2024-12-31,use
805591,U038764,budgeting,2024-12-31,use
174478,U008313,roundups,2024-12-31,use
440544,U021117,get_paid_early,2024-12-31,use
633055,U030478,pots,2024-10-05,use
724432,U034931,pots,2024-12-31,use
173565,U008273,roundups,2024-12-31,use
362907,U017396,pots,2024-09-08,use
607696,U029222,roundups,2024-12-31,use
751068,U036192,pots,2024-07-27,use
730376,U035217,get_paid_early,2024-12-31,use
800191,U038511,get_paid_early,2024-12-31,use
367107,U017599,pots,2024-12-31,use
257425,U012345,budgeting,2024-12-31,use
1010304,U048543,get_paid_early,2024-12-31,use
739982,U035671,roundups,2024-12-31,use
978627,U047039,pots,2024-06-24,enable
210915,U010062,roundups,2024-12-31,use
202735,U009648,roundups,2024-08-12,use
611076,U029396,roundups,2024-12-31,use
37211,U001762,get_paid_early,2024-12-01,use
74444,U003542,pots,2024-07-23,use
807251,U038838,roundups,2024-12-31,use
166993,U007960,roundups,2024-12-31,use
145296,U006930,budgeting,2024-12-31,use
598057,U028772,get_paid_early,2024-05-16,use
200726,U009551,investments,2024-06-19,use
89453,U004239,get_paid_early,2024-12-31,use
422915,U020284,roundups,2024-06-25,use
203022,U009662,roundups,2024-06-27,use
439234,U021051,roundups,2024-08-30,enable
959035,U046122,budgeting,2024-12-31,use
