txn_id,user_id,txn_date,amount,category,channel
194997,U005612,2024-12-31,14.89,transport,card
990855,U028005,2024-12-31,1.87,entertainment,direct_debit
1402106,U039553,2024-12-31,34.17,restaurants,card
1081939,U030571,2024-02-09,2.81,shopping,card
628524,U017800,2024-08-13,105.57,transport,online
1000518,U028280,2024-10-29,24.99,transport,online
1379695,U038927,2024-11-01,62.85,groceries,card
387710,U010990,2024-12-31,37.25,bills,online
1330615,U037604,2024-12-31,71.19,restaurants,direct_debit
400089,U011368,2024-04-29,41.16,transport,online
675690,U019135,2024-12-31,9.44,shopping,online
975988,U027594,2024-11-06,34.72,groceries,direct_debit
364815,U010400,2024-12-31,25.99,bills,card
650820,U018407,2024-08-09,57.91,groceries,online
1231335,U034835,2024-09-02,4.92,entertainment,direct_debit
105967,U003016,2024-12-31,3.58,shopping,online
188148,U005418,2024-12-31,25.82,transport,online
1613328,U045461,2024-04-14,45.71,bills,online
599270,U016979,2024-12-31,5.16,shopping,online
1737872,U049031,2024-12-31,67.6,transport,online
1601056,U045066,2024-12-31,55.78,transport,online
1271407,U035930,2024-12-03,28.26,restaurants,direct_debit
29410,U000854,2024-12-31,8.73,restaurants,direct_debit
1533758,U043115,2024-05-23,63.85,entertainment,online
134389,U003786,2024-12-31,24.37,groceries,online
938419,U026549,2024-12-31,46.23,bills,card
1482099,U041750,2024-03-31,59.79,entertainment,online
360282,U010272,2024-12-31,28.92,shopping,direct_debit
1746663,U049295,2024-12-31,17.92,bills,direct_debit
1321969,U037349,2024-11-28,26.08,groceries,direct_debit
5371,U000172,2024-12-31,2.63,bills,card
465699,U013298,2024-05-22,42.17,restaurants,card
444668,U012693,2024-12-31,15.45,entertainment,online
1168629,U033030,2024-12-31,104.07,entertainment,direct_debit
653326,U018477,2024-07-16,35.4,shopping,card
1405093,U039626,2024-12-31,78.63,entertainment,direct_debit
1395580,U039365,2024-12-25,1.83,restaurants,direct_debit
18656,U000549,2024-12-31,48.39,groceries,direct_debit
477479,U013652,2024-12-31,45.24,groceries,direct_debit
1025429,U029054,2024-09-24,46.25,groceries,online
1412175,U039795,2024-08-31,10.69,transport,online
205580,U005917,2024-02-11,81.59,groceries,direct_debit
698030,U019747,2024-08-19,37.9,groceries,direct_debit
1191596,U033702,2024-02-09,155.4,restaurants,online
123826,U003511,2024-12-31,5.99,bills,direct_debit
776743,U021877,2024-10-15,8.47,restaurants,card
14308,U000421,2024-08-23,6.37,restaurants,direct_debit
475042,U013586,2024-08-22,11.09,bills,card
674380,U019078,2024-09-21,44.18,shopping,online
614711,U017396,2024-09-21,5.23,bills,direct_debit
1390470,U039224,2024-09-11,1.67,bills,direct_debit
981906,U027735,2024-11-26,15.87,shopping,direct_debit
608499,U017237,2024-10-20,7.31,transport,direct_debit
915659,U025901,2024-11-13,11.0,restaurants,direct_debit
867958,U024559,2024-12-31,177.43,groceries,card
1562547,U043980,2024-11-20,1.9,bills,direct_debit
594099,U016830,2024-12-31,38.04,transport,card
760252,U021408,2024-09-16,52.11,shopping,online
194374,U005592,2024-12-31,94.18,shopping,card
398517,U011306,2024-12-31,59.81,entertainment,online
1473282,U041504,2024-12-31,2.45,shopping,direct_debit
334297,U009529,2024-11-12,37.04,shopping,card
494591,U014129,2024-12-31,71.1,transport,card
877747,U024855,2024-12-31,2.13,transport,card
7163,U000224,2024-06-26,40.8,shopping,online
1151007,U032546,2024-12-31,55.07,bills,direct_debit
1388131,U039163,2024-05-24,48.68,groceries,direct_debit
1144368,U032377,2024-09-25,25.79,restaurants,online
1067335,U030167,2024-12-31,43.47,shopping,card
1402969,U039584,2024-12-31,10.74,transport,direct_debit
739536,U020807,2024-12-31,11.79,shopping,card
292463,U008347,2024-12-31,13.09,restaurants,online
1504307,U042302,2024-12-31,58.07,bills,direct_debit
88633,U002513,2024-12-31,7.13,bills,online
1703548,U048095,2024-06-15,23.64,bills,online
1528254,U042956,2024-06-02,53.47,entertainment,direct_debit
1135632,U032116,2024-05-14,104.38,restaurants,card
1609016,U045307,2024-12-31,13.57,bills,online
699648,U019803,2024-12-31,7.9,groceries,direct_debit
62863,U001758,2024-12-31,2.55,entertainment,direct_debit
492058,U014053,2024-02-20,16.57,shopping,online
373980,U010634,2024-12-31,59.98,transport,online
796613,U022443,2024-05-30,16.72,groceries,online
596227,U016899,2024-06-11,29.52,bills,online
786976,U022169,2024-12-31,48.07,groceries,online
594511,U016847,2024-12-31,113.43,groceries,direct_debit
181310,U005208,2024-12-31,18.28,transport,card
1418436,U039963,2024-12-31,57.55,restaurants,online
57871,U001631,2024-12-31,21.38,restaurants,online
82766,U002336,2024-09-18,31.66,entertainment,online
1388165,U039163,2024-08-06,60.95,restaurants,online
1044833,U029554,2024-12-31,26.58,restaurants,direct_debit
547347,U015585,2024-12-31,29.94,transport,card
686492,U019423,2024-12-31,23.13,shopping,card
298430,U008514,2024-10-31,31.58,bills,online
570248,U016184,2024-12-31,4.53,shopping,online
477460,U013651,2024-10-11,76.75,transport,card
1671213,U047132,2024-12-31,5.94,restaurants,direct_debit
1162110,U032858,2024-12-31,6.1,groceries,direct_debit
715011,U020204,2024-12-31,9.22,transport,online
1713565,U048368,2024-12-31,50.56,restaurants,online
264666,U007598,2024-12-12,1.92,transport,online
584335,U016573,2024-09-06,55.77,transport,online
984133,U027815,2024-12-31,157.76,shopping,card
166491,U004735,2024-10-29,7.27,bills,card
983218,U027777,2024-12-13,37.64,groceries,online
1705324,U048137,2024-05-27,23.34,shopping,direct_debit
123913,U003511,2024-12-31,103.56,restaurants,online
576217,U016338,2024-05-25,8.93,entertainment,card
929262,U026321,2024-12-31,20.45,restaurants,online
1306894,U036912,2024-12-31,54.18,restaurants,online
341245,U009709,2024-12-31,86.22,bills,direct_debit
1722213,U048590,2024-12-31,117.12,restaurants,online
44852,U001284,2024-07-09,42.46,entertainment,card
1648527,U046462,2024-12-31,90.96,bills,card
33590,U000965,2024-08-13,41.65,restaurants,card
592788,U016806,2024-12-31,6.58,transport,card
1397344,U039421,2024-12-31,30.37,shopping,card
181376,U005213,2024-10-08,65.09,restaurants,card
1370067,U038674,2024-12-31,3.54,entertainment,direct_debit
1690885,U047712,2024-06-25,22.78,transport,online
737438,U020764,2024-08-19,15.22,groceries,online
1478803,U041669,2024-12-24,8.59,restaurants,direct_debit
505414,U014405,2024-12-31,17.73,bills,card
1074659,U030377,2024-10-10,1.3,entertainment,online
1050290,U029701,2024-12-15,3.37,groceries,direct_debit
1098025,U031011,2024-07-27,5.89,bills,card
1321048,U037320,2024-12-20,36.05,shopping,online
1180170,U033356,2024-12-31,42.92,entertainment,card
1017292,U028796,2024-12-31,60.47,restaurants,online
1470798,U041442,2024-12-31,71.65,restaurants,online
107262,U003049,2024-11-25,134.71,groceries,card
1408249,U039698,2024-12-31,30.3,bills,card
460,U000012,2024-08-11,5.82,entertainment,online
156584,U004444,2024-12-31,28.95,transport,online
1191389,U033694,2024-02-06,6.41,shopping,card
1380185,U038940,2024-12-31,21.32,entertainment,online
1247415,U035306,2024-12-31,55.21,entertainment,card
311652,U008905,2024-11-21,53.33,groceries,card
1018359,U028825,2024-12-31,35.1,transport,direct_debit
1265326,U035777,2024-12-31,24.21,entertainment,online
1349316,U038095,2024-08-21,1.92,bills,online
1578997,U044461,2024-03-18,11.79,shopping,direct_debit
551973,U015711,2024-12-31,42.48,bills,online
1563914,U044017,2024-04-09,107.16,restaurants,card
861946,U024404,2024-06-17,21.53,shopping,online
869617,U024615,2024-12-31,55.97,shopping,online
1461987,U041221,2024-12-31,40.91,shopping,card
418820,U011954,2024-05-12,11.1,shopping,direct_debit
87047,U002470,2024-09-24,24.48,entertainment,online
248381,U007165,2024-06-23,15.79,shopping,card
46000,U001312,2024-11-13,1.23,entertainment,online
807811,U022777,2024-05-21,12.49,restaurants,online
1425420,U040190,2024-12-31,56.78,groceries,direct_debit
1645473,U046372,2024-10-06,90.09,groceries,online
1231603,U034840,2024-12-31,71.66,entertainment,card
49771,U001411,2024-12-31,140.9,restaurants,direct_debit
1283044,U036271,2024-12-31,41.15,shopping,direct_debit
1174305,U033219,2024-11-20,13.05,bills,online
1469348,U041405,2024-12-31,24.09,restaurants,online
912902,U025831,2024-11-09,49.47,restaurants,direct_debit
169138,U004811,2024-11-18,1.53,bills,online
1101678,U031107,2024-05-29,20.57,bills,direct_debit
1095103,U030919,2024-12-31,8.04,transport,card
1738080,U049040,2024-12-31,11.57,groceries,online
1260980,U035645,2024-12-31,14.46,transport,online
816039,U023017,2024-12-31,51.55,restaurants,online
721437,U020363,2024-11-14,21.17,transport,direct_debit
1358953,U038377,2024-12-31,3.39,bills,online
973734,U027530,2024-08-07,13.86,entertainment,card
464952,U013285,2024-12-31,118.1,transport,direct_debit
791492,U022282,2024-12-31,87.23,shopping,online
1047401,U029611,2024-08-04,5.33,shopping,direct_debit
829855,U023424,2024-12-31,78.41,restaurants,direct_debit
538625,U015340,2024-12-31,34.0,bills,card
1064114,U030084,2024-07-20,42.44,restaurants,online
393752,U011157,2024-12-31,15.64,shopping,card
1431083,U040337,2024-03-22,11.85,groceries,direct_debit
761204,U021428,2024-12-31,18.05,groceries,direct_debit
1092592,U030840,2024-05-19,44.77,bills,card
81741,U002301,2024-12-31,8.96,transport,card
1057217,U029890,2024-12-07,42.23,transport,card
733949,U020684,2024-12-01,23.73,shopping,direct_debit
390535,U011053,2024-10-20,22.48,entertainment,online
66917,U001865,2024-12-31,2.82,transport,direct_debit
53619,U001507,2024-12-31,13.93,groceries,online
1352973,U038197,2024-12-31,20.83,entertainment,direct_debit
773651,U021789,2024-06-12,5.08,transport,card
653911,U018494,2024-12-31,28.94,restaurants,online
1710321,U048284,2024-12-31,2.58,bills,online
20296,U000598,2024-07-16,39.39,shopping,direct_debit
1585599,U044641,2024-11-02,53.14,transport,online
1147954,U032479,2024-12-31,72.07,restaurants,direct_debit
1045174,U029563,2024-09-04,16.53,entertainment,card
283439,U008103,2024-12-31,71.04,groceries,online
389367,U011027,2024-12-31,32.22,shopping,online
895604,U025348,2024-12-16,10.81,bills,online
337202,U009609,2024-12-31,61.0,restaurants,card
507368,U014457,2024-11-24,5.79,groceries,card
1359944,U038418,2024-12-31,7.58,groceries,direct_debit
1374641,U038790,2024-12-31,10.21,groceries,online
25535,U000724,2024-10-31,65.49,entertainment,direct_debit
347846,U009913,2024-12-31,62.71,bills,card
76013,U002134,2024-07-11,8.96,restaurants,card
770200,U021696,2024-07-12,66.59,restaurants,online
585979,U016616,2024-08-25,5.96,restaurants,card
1310122,U037028,2024-05-06,18.96,groceries,online
367505,U010474,2024-12-19,33.9,groceries,direct_debit
1201257,U033964,2024-12-31,6.33,shopping,card
1266150,U035792,2024-08-07,7.22,entertainment,card
459389,U013125,2024-12-31,93.3,groceries,card
882837,U025000,2024-12-31,12.16,entertainment,direct_debit
1540145,U043324,2024-12-31,8.48,groceries,card
749363,U021085,2024-04-14,1.57,shopping,direct_debit
1405138,U039629,2024-11-09,13.59,groceries,direct_debit
1542374,U043383,2024-12-31,18.36,transport,direct_debit
533986,U015208,2024-12-17,82.34,entertainment,card
1530685,U043020,2024-12-31,116.17,restaurants,direct_debit
142016,U004023,2024-08-15,23.37,restaurants,card
420210,U011993,2024-11-07,28.34,restaurants,card
1220044,U034517,2024-12-31,9.18,restaurants,card
24853,U000712,2024-08-28,22.45,entertainment,online
635698,U017977,2024-08-30,153.37,bills,card
71847,U002001,2024-10-04,4.21,shopping,card
1251615,U035420,2024-09-29,48.46,shopping,direct_debit
659474,U018648,2024-08-03,3.68,transport,direct_debit
27287,U000788,2024-08-06,187.69,bills,card
54782,U001548,2024-08-05,51.9,entertainment,card
643471,U018173,2024-06-27,12.81,entertainment,online
1017212,U028793,2024-09-24,4.65,shopping,direct_debit
513105,U014594,2024-12-31,13.25,transport,card
1186992,U033571,2024-12-31,137.1,entertainment,direct_debit
1538229,U043266,2024-12-31,46.46,transport,online
783966,U022095,2024-12-31,60.84,bills,online
735208,U020707,2024-12-31,3.79,bills,card
1123029,U031749,2024-12-31,23.56,transport,card
313927,U008969,2024-12-31,72.94,entertainment,card
857295,U024271,2024-11-11,5.06,shopping,online
449945,U012845,2024-06-27,28.3,entertainment,card
1010337,U028560,2024-12-31,6.51,bills,card
965897,U027317,2024-11-21,34.03,transport,online
932344,U026399,2024-12-31,26.1,transport,online
67389,U001874,2024-12-31,35.53,entertainment,online
875448,U024795,2024-12-31,39.57,transport,card
1276771,U036094,2024-06-17,38.8,bills,card
96562,U002748,2024-05-19,27.24,restaurants,direct_debit
1318830,U037257,2024-11-23,17.89,transport,online
794032,U022352,2024-12-31,41.9,shopping,card
576069,U016333,2024-12-31,5.42,transport,direct_debit
1305072,U036857,2024-12-31,15.06,restaurants,card
1646198,U046388,2024-09-21,54.91,transport,online
673213,U019040,2024-12-31,6.84,transport,direct_debit
1057644,U029898,2024-10-03,1.97,groceries,direct_debit
246781,U007123,2024-07-19,41.73,entertainment,direct_debit
1652538,U046601,2024-12-31,82.51,bills,online
272558,U007811,2024-12-31,13.38,groceries,online
237633,U006879,2024-08-02,11.47,entertainment,online
459524,U013128,2024-12-28,37.48,transport,card
251673,U007261,2024-12-31,5.25,bills,online
1371782,U038724,2024-10-12,40.2,bills,direct_debit
1327187,U037516,2024-07-19,50.8,groceries,card
963438,U027219,2024-12-16,44.94,groceries,card
660773,U018681,2024-08-20,79.08,groceries,direct_debit
307011,U008774,2024-03-12,18.96,transport,card
1133687,U032054,2024-12-31,35.71,shopping,online
1040009,U029429,2024-12-31,68.91,transport,online
1650338,U046518,2024-09-17,22.29,shopping,online
16039,U000464,2024-10-29,6.26,groceries,online
749044,U021071,2024-05-25,47.33,restaurants,card
5163,U000167,2024-12-31,28.21,transport,direct_debit
107871,U003072,2024-12-31,9.81,restaurants,card
1282798,U036270,2024-02-04,44.41,bills,direct_debit
1422015,U040067,2024-09-11,27.54,entertainment,card
787206,U022171,2024-12-31,20.68,shopping,direct_debit
878297,U024875,2024-04-11,79.75,groceries,online
632207,U017907,2024-12-31,45.84,entertainment,online
1367677,U038615,2024-12-19,73.85,restaurants,card
1464777,U041292,2024-12-31,185.79,transport,direct_debit
336329,U009581,2024-12-31,43.7,shopping,direct_debit
485504,U013892,2024-04-27,75.52,shopping,card
1654849,U046665,2024-04-17,16.9,bills,direct_debit
913132,U025836,2024-12-31,8.82,shopping,card
617903,U017490,2024-12-29,30.16,transport,online
36461,U001040,2024-02-14,24.12,transport,direct_debit
424189,U012105,2024-12-31,39.08,restaurants,card
522619,U014856,2024-04-05,21.06,transport,direct_debit
936073,U026489,2024-08-02,63.18,bills,card
1489759,U041951,2024-12-31,43.94,transport,direct_debit
1690511,U047698,2024-12-31,6.92,bills,card
1054868,U029828,2024-12-31,35.0,groceries,online
1589188,U044728,2024-12-31,81.57,entertainment,online
875674,U024803,2024-12-31,13.85,groceries,direct_debit
1231653,U034842,2024-05-18,22.64,restaurants,online
817624,U023064,2024-12-31,8.44,entertainment,direct_debit
1597523,U044964,2024-09-06,148.63,groceries,card
1238851,U035058,2024-12-31,35.13,restaurants,card
957139,U027049,2024-12-31,54.35,bills,card
368511,U010498,2024-12-31,72.82,transport,online
748358,U021045,2024-12-31,14.53,transport,online
464712,U013283,2024-12-17,34.14,restaurants,direct_debit
1129361,U031939,2024-04-11,34.38,entertainment,direct_debit
378228,U010741,2024-12-31,57.59,entertainment,online
1078357,U030472,2024-12-31,7.24,groceries,online
1223539,U034597,2024-12-31,1.42,bills,online
1715813,U048419,2024-12-31,31.37,shopping,direct_debit
1199151,U033901,2024-12-31,3.96,shopping,direct_debit
1414148,U039844,2024-08-21,2.3,groceries,online
799187,U022514,2024-09-28,1.3,restaurants,online
705948,U019954,2024-07-17,52.52,restaurants,card
1622898,U045769,2024-12-31,12.68,bills,online
1330947,U037621,2024-07-05,29.02,shopping,direct_debit
78319,U002202,2024-10-27,38.02,shopping,direct_debit
452714,U012922,2024-03-16,5.35,bills,online
859585,U024341,2024-12-31,43.59,transport,card
1683962,U047524,2024-12-31,35.11,shopping,direct_debit
1072321,U030308,2024-12-15,12.05,entertainment,online
751236,U021140,2024-12-31,26.65,groceries,card
1308572,U036980,2024-12-31,9.17,entertainment,online
1175643,U033245,2024-12-31,113.81,groceries,direct_debit
1567508,U044135,2024-11-24,1.19,entertainment,direct_debit
1439921,U040598,2024-10-14,17.15,restaurants,direct_debit
1206694,U034147,2024-12-31,19.04,entertainment,card
1247040,U035297,2024-12-31,9.44,restaurants,online
300307,U008569,2024-11-13,25.01,transport,online
1654149,U046645,2024-12-10,10.44,transport,direct_debit
1021622,U028928,2024-11-20,147.68,transport,direct_debit
647249,U018295,2024-12-16,46.9,restaurants,card
68297,U001909,2024-09-06,12.51,restaurants,online
112226,U003162,2024-12-31,19.8,shopping,online
180829,U005192,2024-12-31,13.72,entertainment,direct_debit
579324,U016438,2024-08-15,22.73,bills,direct_debit
199220,U005739,2024-07-26,74.15,bills,card
1355255,U038275,2024-06-17,113.75,restaurants,card
670445,U018953,2024-12-31,70.68,entertainment,direct_debit
869037,U024594,2024-07-07,25.13,bills,direct_debit
107479,U003055,2024-12-05,66.75,entertainment,card
1741038,U049136,2024-12-31,9.41,transport,online
1004918,U028409,2024-04-30,48.41,entertainment,online
318540,U009096,2024-09-14,7.35,bills,direct_debit
1138156,U032188,2024-06-14,19.87,entertainment,card
1704321,U048112,2024-12-31,6.85,shopping,direct_debit
552511,U015725,2024-12-21,23.76,groceries,card
216408,U006256,2024-10-06,64.35,groceries,direct_debit
1593342,U044851,2024-10-24,63.78,entertainment,card
201024,U005781,2024-12-31,26.37,entertainment,direct_debit
1754435,U049483,2024-12-13,10.63,restaurants,online
114549,U003226,2024-12-31,63.01,shopping,direct_debit
160347,U004561,2024-09-07,26.91,groceries,direct_debit
821886,U023197,2024-12-30,31.96,bills,online
670797,U018966,2024-12-09,37.94,groceries,online
36649,U001045,2024-05-01,45.85,restaurants,online
1277148,U036112,2024-08-21,43.24,shopping,card
1305643,U036882,2024-09-20,27.19,shopping,online
125985,U003566,2024-08-22,96.06,groceries,card
1057550,U029894,2024-12-31,32.49,shopping,online
674435,U019081,2024-12-31,12.91,bills,online
832109,U023500,2024-09-05,70.96,entertainment,online
1248046,U035327,2024-05-14,10.09,groceries,online
1056936,U029882,2024-07-28,62.95,bills,card
1278320,U036148,2024-12-31,5.46,entertainment,direct_debit
52887,U001489,2024-12-31,1.48,entertainment,direct_debit
1688825,U047652,2024-10-09,72.29,shopping,online
979626,U027689,2024-12-18,8.3,bills,direct_debit
813808,U022945,2024-08-11,6.47,entertainment,direct_debit
1533466,U043102,2024-12-19,34.04,shopping,online
990978,U028009,2024-05-25,50.17,restaurants,card
832192,U023505,2024-04-27,82.87,shopping,online
861282,U024381,2024-05-18,5.29,shopping,direct_debit
63406,U001767,2024-12-31,14.71,transport,card
857517,U024276,2024-11-23,49.02,restaurants,card
1242634,U035175,2024-12-31,7.74,entertainment,card
877244,U024844,2024-09-30,14.64,transport,card
418499,U011938,2024-12-31,8.47,restaurants,direct_debit
576365,U016342,2024-12-31,50.29,shopping,card
1736151,U048975,2024-06-10,1.49,restaurants,direct_debit
1245268,U035241,2024-12-31,110.17,transport,online
786880,U022169,2024-08-05,91.11,bills,direct_debit
768985,U021654,2024-10-01,105.0,restaurants,direct_debit
243058,U007016,2024-12-31,3.18,shopping,card
259543,U007465,2024-12-31,63.3,entertainment,card
378526,U010748,2024-09-18,40.33,restaurants,card
857202,U024268,2024-06-18,45.33,shopping,card
1177640,U033303,2024-12-31,29.99,bills,online
505842,U014418,2024-12-31,28.11,restaurants,online
1126965,U031869,2024-04-19,5.35,shopping,online
623014,U017641,2024-12-31,81.34,shopping,online
856919,U024261,2024-08-17,83.96,transport,card
401353,U011406,2024-03-05,16.42,bills,online
671979,U019003,2024-12-31,10.52,bills,card
201557,U005792,2024-07-06,30.91,entertainment,card
1756631,U049551,2024-12-31,142.27,transport,card
140686,U003963,2024-12-31,70.16,groceries,direct_debit
1333460,U037690,2024-12-31,48.28,transport,online
1667326,U047013,2024-06-08,23.15,transport,online
1372985,U038761,2024-12-31,26.58,restaurants,online
1350146,U038117,2024-12-31,59.76,transport,direct_debit
1605618,U045215,2024-12-31,11.63,shopping,direct_debit
1616908,U045568,2024-12-31,107.83,shopping,online
633453,U017928,2024-12-31,37.34,entertainment,direct_debit
1322443,U037362,2024-12-31,6.4,entertainment,direct_debit
706547,U019963,2024-11-24,3.22,transport,online
766201,U021556,2024-10-19,87.53,groceries,direct_debit
83011,U002345,2024-12-31,28.65,restaurants,direct_debit
143248,U004051,2024-11-02,24.54,groceries,online
770901,U021722,2024-08-03,69.4,bills,online
678569,U019210,2024-12-31,22.34,groceries,online
8367,U000262,2024-12-31,6.36,transport,online
1451983,U040929,2024-12-31,20.21,bills,card
1582664,U044566,2024-12-31,23.74,restaurants,card
1241410,U035140,2024-07-02,1.66,entertainment,card
1632435,U046012,2024-12-31,3.7,bills,direct_debit
263091,U007568,2024-12-28,11.04,bills,card
133756,U003774,2024-12-31,166.75,transport,direct_debit
945813,U026742,2024-08-08,8.24,groceries,card
1305320,U036866,2024-12-31,83.75,groceries,direct_debit
419235,U011966,2024-12-31,52.46,shopping,direct_debit
801096,U022565,2024-12-31,8.11,groceries,card
1174608,U033222,2024-12-31,58.37,transport,card
358479,U010222,2024-10-22,12.77,transport,direct_debit
825764,U023303,2024-05-05,18.27,restaurants,direct_debit
221102,U006382,2024-11-01,23.05,shopping,direct_debit
224097,U006469,2024-12-27,33.29,restaurants,online
447814,U012791,2024-12-31,6.76,transport,online
304179,U008682,2024-12-31,39.37,groceries,direct_debit
1771821,U049976,2024-12-31,117.25,transport,online
570462,U016193,2024-12-31,45.48,restaurants,direct_debit
354540,U010096,2024-12-31,7.53,shopping,online
378677,U010754,2024-09-10,5.29,bills,direct_debit
212351,U006117,2024-07-17,41.76,bills,online
669577,U018927,2024-12-31,27.28,groceries,direct_debit
166890,U004747,2024-12-31,49.38,groceries,card
25583,U000726,2024-12-31,67.01,transport,online
473214,U013540,2024-05-26,5.04,groceries,online
646088,U018261,2024-12-31,8.94,groceries,direct_debit
677432,U019185,2024-12-31,4.07,restaurants,direct_debit
1196943,U033831,2024-12-31,10.75,entertainment,card
1114289,U031480,2024-12-19,15.25,groceries,card
303133,U008655,2024-12-20,113.56,restaurants,online
322321,U009210,2024-09-05,32.21,groceries,card
554319,U015775,2024-12-30,10.98,transport,online
606225,U017169,2024-12-31,22.42,groceries,direct_debit
232246,U006714,2024-12-31,35.01,transport,card
475315,U013590,2024-06-15,34.6,bills,card
601701,U017058,2024-03-29,90.52,bills,direct_debit
722769,U020396,2024-12-24,2.47,restaurants,direct_debit
1223123,U034584,2024-12-31,17.42,restaurants,direct_debit
593032,U016811,2024-11-30,13.03,groceries,direct_debit
80481,U002262,2024-03-17,45.13,restaurants,card
1395413,U039360,2024-09-09,1.77,transport,online
517897,U014713,2024-07-01,44.18,bills,card
1498079,U042141,2024-12-31,10.22,transport,online
19032,U000564,2024-12-31,14.14,groceries,card
971835,U027481,2024-07-15,5.13,groceries,direct_debit
1222732,U034567,2024-12-31,34.55,bills,card
152646,U004317,2024-02-11,20.61,entertainment,online
707034,U019971,2024-12-31,2.35,bills,direct_debit
131867,U003729,2024-12-31,24.14,transport,card
191277,U005509,2024-04-18,18.66,restaurants,card
26368,U000765,2024-12-31,10.47,restaurants,card
123672,U003506,2024-12-31,21.66,shopping,direct_debit
223844,U006468,2024-07-06,32.89,bills,direct_debit
1395989,U039386,2024-10-23,34.62,groceries,online
1227854,U034730,2024-04-26,5.67,bills,card
1063321,U030057,2024-12-31,1.93,transport,card
269722,U007737,2024-11-30,34.5,shopping,card
137412,U003878,2024-04-30,25.13,shopping,card
51778,U001454,2024-12-31,25.14,restaurants,direct_debit
856755,U024253,2024-08-01,51.21,shopping,online
268231,U007681,2024-09-19,16.67,transport,online
230465,U006653,2024-12-31,3.34,shopping,card
318596,U009100,2024-05-19,58.52,shopping,online
1530016,U042999,2024-12-31,9.22,shopping,online
1191958,U033712,2024-07-10,206.17,entertainment,direct_debit
1550057,U043605,2024-12-31,17.46,entertainment,online
590367,U016740,2024-08-18,38.8,entertainment,online
726065,U020477,2024-05-08,20.38,groceries,online
42932,U001217,2024-07-22,43.55,entertainment,direct_debit
1169885,U033074,2024-09-16,72.52,transport,direct_debit
1445084,U040750,2024-12-31,3.39,restaurants,direct_debit
88487,U002508,2024-12-31,9.49,entertainment,direct_debit
619737,U017545,2024-12-31,28.7,groceries,online
1014729,U028699,2024-12-31,52.7,transport,online
1146874,U032441,2024-12-31,105.79,shopping,card
1533352,U043098,2024-12-29,16.11,bills,online
1580397,U044511,2024-06-22,57.37,shopping,online
522452,U014852,2024-12-31,9.54,restaurants,online
1160431,U032800,2024-12-31,13.92,restaurants,card
871242,U024662,2024-10-06,9.52,groceries,online
697427,U019730,2024-12-31,7.24,entertainment,online
1456274,U041037,2024-06-28,22.29,entertainment,online
851071,U024085,2024-10-28,15.52,bills,online
1629245,U045940,2024-11-08,25.86,shopping,direct_debit
922694,U026123,2024-12-31,96.45,bills,direct_debit
487807,U013953,2024-10-11,27.79,restaurants,card
1035462,U029315,2024-12-31,8.38,shopping,direct_debit
174371,U004989,2024-12-31,9.39,transport,direct_debit
98174,U002793,2024-09-09,27.54,groceries,card
1505719,U042337,2024-07-16,105.97,bills,card
1413023,U039810,2024-12-04,9.44,transport,card
551602,U015704,2024-12-31,82.29,restaurants,online
1348169,U038063,2024-12-31,1.49,shopping,card
136905,U003864,2024-10-12,8.93,restaurants,online
315610,U009015,2024-12-31,2.95,bills,online
585273,U016591,2024-12-31,40.62,entertainment,direct_debit
142698,U004034,2024-11-21,11.34,transport,card
1232152,U034856,2024-10-27,11.71,groceries,card
897001,U025381,2024-12-31,18.18,groceries,online
1283846,U036296,2024-12-31,8.03,restaurants,online
1611761,U045390,2024-06-17,10.51,restaurants,direct_debit
249667,U007200,2024-12-31,99.92,entertainment,card
1596914,U044943,2024-05-10,5.1,entertainment,online
1109726,U031355,2024-07-07,41.39,transport,direct_debit
1002099,U028325,2024-12-31,6.38,groceries,online
755650,U021273,2024-12-31,56.21,groceries,direct_debit
417045,U011904,2024-12-31,89.41,restaurants,online
273302,U007831,2024-12-31,3.26,restaurants,direct_debit
356017,U010137,2024-12-31,43.24,bills,direct_debit
16354,U000473,2024-12-31,2.87,entertainment,card
512725,U014591,2024-07-16,128.36,restaurants,card
665287,U018807,2024-12-31,25.23,shopping,card
553765,U015760,2024-11-03,29.63,restaurants,direct_debit
995124,U028136,2024-12-31,9.65,bills,online
881757,U024973,2024-12-31,23.27,restaurants,direct_debit
517241,U014693,2024-12-31,5.46,restaurants,direct_debit
142809,U004040,2024-12-31,43.45,restaurants,direct_debit
1765026,U049777,2024-12-31,1.69,groceries,online
1387908,U039159,2024-06-27,10.84,entertainment,direct_debit
1041324,U029462,2024-07-03,6.4,transport,card
154587,U004365,2024-11-19,56.89,entertainment,online
170135,U004848,2024-10-14,6.97,restaurants,online
22307,U000640,2024-11-12,3.71,transport,direct_debit
540134,U015387,2024-12-22,263.18,bills,card
1318638,U037249,2024-12-31,249.43,shopping,card
763796,U021493,2024-09-25,47.26,bills,card
811038,U022862,2024-12-31,26.14,entertainment,card
234353,U006783,2024-12-07,1.62,entertainment,direct_debit
645995,U018257,2024-12-31,57.16,restaurants,online
507106,U014452,2024-06-17,22.02,bills,card
1706243,U048163,2024-09-14,74.08,bills,online
1307463,U036933,2024-05-08,52.99,transport,direct_debit
1498198,U042145,2024-06-08,17.34,groceries,direct_debit
1709394,U048249,2024-08-03,43.75,bills,card
1205113,U034087,2024-12-31,8.38,bills,online
